source_key,pmid,source_type,reuse_category,license_status,priority,notes
pubmed_discovery_42049637,42049637,literature_discovery,derived_annotations_only,abstract_metadata_only,core,sirna_seed_transcriptome_2023_2026; score=8; Clotrimazole-Mediated Autophagy to Protect Against Cisplatin-Induced Ototoxicity via the AMPK/mTOR/TFEB Pathway in Mice.
pubmed_discovery_42044856,42044856,literature_discovery,derived_annotations_only,abstract_metadata_only,core,sirna_seed_transcriptome_2023_2026; score=8; Cold-induced Cpt1 repression uncouples lipid mobilization from oxidation and drives lipotoxicity during honeybee metamorphosis.
pubmed_discovery_42031540,42031540,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_immune_complement_safety_2023_2026; score=8; Prosopis africana Pod Methanolic Extract Attenuates Multi-Metal Oxidative Injury in Thyroid and Thymus: Evidence for Nrf2/NF-κB Modulation and Implications for Environmental Toxicity.
pubmed_discovery_41979221,41979221,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,lnp_oligo_delivery_safety_2023_2026; score=8; G-quadruplexes as therapeutic platforms for anticancer drug delivery: from intrinsic cytotoxicity to drug delivery and nanotechnology.
pubmed_discovery_41948821,41948821,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,sirna_clinical_safety_2023_2026; score=8; EV-Mediated Intracardiac Crosstalk Mitigates Doxorubicin-Induced Cardiotoxicity.
pubmed_discovery_40967408,40967408,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_immune_complement_safety_2023_2026; score=8; Safety and efficacy of KRAS antisense oligonucleotides and RIG-I agonists delivered by extracellular vesicles for pancreatic cancer peritoneal metastasis treatment.
pubmed_discovery_40828490,40828490,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_immune_complement_safety_2023_2026; score=8; Correction: A phase 3 study of the efficacy and safety of avatrombopag in Japanese adults with chronic immune thrombocytopenia.
pubmed_discovery_40392465,40392465,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_immune_complement_safety_2023_2026; score=8; A phase 3 study of the efficacy and safety of avatrombopag in Japanese adults with chronic immune thrombocytopenia.
pubmed_discovery_40119340,40119340,literature_discovery,derived_annotations_only,abstract_metadata_only,core,"aso_toxicity_safety_2024_2026; score=8; Safety and efficacy of antisense oligonucleotides on triglyceride, apolipoprotein C-III, and other lipid parameters levels in hypertriglyceridemia; a network meta-analysis of randomized controlled trials."
pubmed_discovery_40101742,40101742,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_toxicity_safety_2024_2026; score=8; Cellular immune changes during severe antisense oligonucleotide-associated thrombocytopenia in a nonhuman primate model.
pubmed_discovery_39569667,39569667,literature_discovery,derived_annotations_only,abstract_metadata_only,core,"chemical_modification_oligo_safety_2023_2026; score=8; Synthesis of LNA gapmers that replace a phosphorothioate linkage with a sulfonamide in the gap region, and their ability to form duplexes with complementary RNA targets."
pubmed_discovery_39500647,39500647,literature_discovery,derived_annotations_only,abstract_metadata_only,core,"aso_toxicity_safety_2024_2026; score=8; A phase I study assessing the safety and tolerability of SPL84, an inhaled antisense oligonucleotide for treatment of cystic fibrosis patients with the 3849 +10kb C->T."
pubmed_discovery_39164364,39164364,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_therapeutics_safety_2023_2026; score=8; Molsidomine provides neuroprotection against vincristine-induced peripheral neurotoxicity through soluble guanylyl cyclase activation.
pubmed_discovery_39119918,39119918,literature_discovery,derived_annotations_only,abstract_metadata_only,core,"chemical_modification_oligo_safety_2023_2026; score=8; Efficacy, biodistribution and safety comparison of chemically modified antisense oligonucleotides in the retina."
pubmed_discovery_38042877,38042877,literature_discovery,derived_annotations_only,abstract_metadata_only,core,chemical_modification_oligo_safety_2023_2026; score=8; Dynamic and static control of the off-target interactions of antisense oligonucleotides using toehold chemistry.
pubmed_discovery_37638886,37638886,literature_discovery,derived_annotations_only,abstract_metadata_only,core,"chemical_modification_oligo_safety_2023_2026; score=8; Shorter Is Better: The α-(l)-Threofuranosyl Nucleic Acid Modification Improves Stability, Potency, Safety, and Ago2 Binding and Mitigates Off-Target Effects of Small Interfering RNAs."
pubmed_discovery_37185731,37185731,literature_discovery,derived_annotations_only,abstract_metadata_only,core,chemical_modification_oligo_safety_2023_2026; score=8; Inhibitory Effect of Phosphorothioate Oligonucleotide Complementary to G6PD mRNA on Murine Melanoma.
pubmed_discovery_37021418,37021418,literature_discovery,derived_annotations_only,abstract_metadata_only,core,chemical_modification_oligo_safety_2023_2026; score=8; MiR-142-3p is a Critical Modulator of TNF-mediated Neuronal Toxicity in Multiple Sclerosis.
pubmed_discovery_36454263,36454263,literature_discovery,derived_annotations_only,abstract_metadata_only,core,chemical_modification_oligo_safety_2023_2026; score=8; Integrated Assessment of Phase 2 Data on GalNAc(3)-Conjugated 2'-O-Methoxyethyl-Modified Antisense Oligonucleotides.
pubmed_discovery_42042810,42042810,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_immune_complement_safety_2023_2026; score=7; CTLA-4 Antisense Oligonucleotide Contributes to Enhanced Immunogenicity of an Adjuvanted Recombinant Sporothrix spp. Enolase Antigen.
pubmed_discovery_41551726,41551726,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_offtarget_transcriptome_2023_2026; score=7; A therapeutic antisense oligonucleotide encompassing 2'-O-methoxyethyl modification triggers unique perturbation of the transcriptome.
pubmed_discovery_41359415,41359415,literature_discovery,derived_annotations_only,abstract_metadata_only,core,"aso_offtarget_transcriptome_2023_2026; score=7; Letter: Correspondence on Damle, S.S., et al. (2025) A Workflow for Transcriptome-Wide Assessment of Antisense Oligonucleotide Selectivity. Nucleic Acid Therapeutics."
pubmed_discovery_41204722,41204722,literature_discovery,derived_annotations_only,abstract_metadata_only,core,"aso_immune_complement_safety_2023_2026; score=7; Immunogenicity Risk Assessment for Nucleic Acid Therapeutics: A Comprehensive Evaluation for ASO, siRNA, and Nonvaccine mRNA/LNP Therapies by the IQ Consortium."
pubmed_discovery_41021289,41021289,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_offtarget_transcriptome_2023_2026; score=7; A Workflow for Transcriptome-Wide Assessment of Antisense Oligonucleotide Selectivity.
pubmed_discovery_40034209,40034209,literature_discovery,derived_annotations_only,abstract_metadata_only,core,chemical_modification_oligo_safety_2023_2026; score=7; SNA-modified antisense oligonucleotides: A new pathway for renal targeting?
pubmed_discovery_39772540,39772540,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_toxicity_safety_2024_2026; score=7; The Influence of Length and Sequence of Complementary Oligonucleotides on the Spectral and Time-Resolved Fluorescence Properties of an H-Type Excitonic Dimer-Bearing Antisense Oligonucleotide.
pubmed_discovery_36631935,36631935,literature_discovery,derived_annotations_only,abstract_metadata_only,core,chemical_modification_oligo_safety_2023_2026; score=7; Correlations between preclinical BJAB assay ranking of antisense drugs and clinical trial adverse events.
pubmed_discovery_42052104,42052104,literature_discovery,derived_annotations_only,abstract_metadata_only,core,"sirna_seed_transcriptome_2023_2026; score=6; Safety and Pharmacokinetics of SRN001, a Novel siRNA Drug Targeting Amphiregulin via the SAMiRNA Platform."
pubmed_discovery_42030965,42030965,literature_discovery,derived_annotations_only,abstract_metadata_only,core,"aso_immune_complement_safety_2023_2026; score=6; Efficacy and safety of cemdisiran siRNA in myasthenia gravis (NIMBLE): a double-blind, randomised, placebo-controlled, phase 3 trial."
pubmed_discovery_41984094,41984094,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,lnp_oligo_delivery_safety_2023_2026; score=6; Imaging and safety profiling of inhaled siRNA RyR2 in human respiratory models.
pubmed_discovery_41970250,41970250,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,galnac_sirna_safety_2024_2026; score=6; Dual targeted gene delivery strategy mediated by GalNAc-modified lipid nanoparticles enhances liver regeneration through specific knockdown of MKK4.
pubmed_discovery_41669684,41669684,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,sirna_clinical_safety_2023_2026; score=6; Efficacy and safety of small interfering RNA (siRNA) therapies for hypertriglyceridemia and mixed dyslipidemia: an updated systematic review and meta-analysis.
pubmed_discovery_41646886,41646886,literature_discovery,derived_annotations_only,abstract_metadata_only,core,chemical_modification_oligo_safety_2023_2026; score=6; 2'-Ribose-modified nucleotides: A strategy for reducing off-target effects of oligonucleotide drugs.
pubmed_discovery_41616799,41616799,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,"sirna_clinical_safety_2023_2026; score=6; Efficacy and safety of inclisiran in adolescents with heterozygous familial hypercholesterolaemia (ORION-16): a two-part, randomised, multicentre clinical trial."
pubmed_discovery_41565351,41565351,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_therapeutics_safety_2023_2026; score=6; An Industry Perspective on Key Considerations for the ICH S13 Guidance: Nonclinical Safety Evaluations of Oligonucleotide-Based Therapeutics.
pubmed_discovery_41467115,41467115,literature_discovery,derived_annotations_only,abstract_metadata_only,core,chemical_modification_oligo_safety_2023_2026; score=6; An siRMSD parameter of structural distortion induced by chemical modification is predictive of the off-target effect of siRNA.
pubmed_discovery_41451936,41451936,literature_discovery,derived_annotations_only,abstract_metadata_only,core,chemical_modification_oligo_safety_2023_2026; score=6; Synthesis of 4'-C-α-Aminoethoxy-2'-O-Methyl-5-Methyl- and 5-Propynyl-Uridine Phosphoramidites for Structurally Optimized Antisense Oligonucleotides.
pubmed_discovery_41303530,41303530,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_offtarget_transcriptome_2023_2026; score=6; Structural Characterization of DDX23 5' UTR Regulatory Elements and Their Targeting by LNA-Modified Antisense Oligonucleotides.
pubmed_discovery_40654713,40654713,literature_discovery,derived_annotations_only,abstract_metadata_only,core,"aso_toxicity_safety_2024_2026; score=6; Anti-Sense Oligonucleotide as a Therapeutic for Synucleinopathies: Pharmacokinetic, Safety and Efficacy Evaluation."
pubmed_discovery_39580013,39580013,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_toxicity_safety_2024_2026; score=6; Carcinogenicity assessment of inotersen in Tg.rasH2 mice and Sprague-Dawley rats: Implications for 2'-MOE antisense oligonucleotides.
pubmed_discovery_39476283,39476283,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_toxicity_safety_2024_2026; score=6; Antisense Oligonucleotides in Dyslipidemia Management: A Review of Clinical Trials.
pubmed_discovery_38570436,38570436,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_therapeutics_safety_2023_2026; score=6; Cross-Reactive Polyclonal Antibodies Raised Against GalNAc-Conjugated siRNA Recognize Mostly the GalNAc Moiety.
pubmed_discovery_37920238,37920238,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_therapeutics_safety_2023_2026; score=6; Awake intracerebroventricular delivery and safety assessment of oligonucleotides in a large animal model.
pubmed_discovery_37824025,37824025,literature_discovery,derived_annotations_only,abstract_metadata_only,core,chemical_modification_oligo_safety_2023_2026; score=6; Plasma Pharmacokinetics of N-Acetylgalactosamine-Conjugated Small-Interfering Ribonucleic Acids (GalNAc-Conjugated siRNAs).
pubmed_discovery_37497888,37497888,literature_discovery,derived_annotations_only,abstract_metadata_only,core,"chemical_modification_oligo_safety_2023_2026; score=6; SLN124, a GalNAc conjugated 19-mer siRNA targeting tmprss6, reduces plasma iron and increases hepcidin levels of healthy volunteers."
pubmed_discovery_37365583,37365583,literature_discovery,derived_annotations_only,abstract_metadata_only,core,"chemical_modification_oligo_safety_2023_2026; score=6; Safety and activity of the first-in-class locked nucleic acid (LNA) miR-221 selective inhibitor in refractory advanced cancer patients: a first-in-human, phase 1, open-label, dose-escalation study."
pubmed_discovery_36725319,36725319,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_therapeutics_safety_2023_2026; score=6; Acyclic (S)-glycol nucleic acid (S-GNA) modification of siRNAs improves the safety of RNAi therapeutics while maintaining potency.
pubmed_discovery_42156611,42156611,literature_discovery,derived_annotations_only,abstract_metadata_only,core,sirna_offtarget_safety_2024_2026; score=5; Immunogenicity Assessment for siRNA Therapeutics: A Risk-Based Proposal for Event-Driven Testing.
pubmed_discovery_42135643,42135643,literature_discovery,derived_annotations_only,abstract_metadata_only,core,sirna_offtarget_safety_2024_2026; score=5; New molecular players: siRNA expression and gene regulation in Hordeum vulgare L. ageing seeds after germination.
pubmed_discovery_42116024,42116024,literature_discovery,derived_annotations_only,abstract_metadata_only,core,sirna_offtarget_safety_2024_2026; score=5; M2 Macrophage membrane-mediated biomimetic nanoparticles carrying ADAM9 siRNA alleviate renal inflammation and fibrosis via the AKT/NF-κB pathway.
pubmed_discovery_42013287,42013287,literature_discovery,derived_annotations_only,abstract_metadata_only,core,sirna_seed_transcriptome_2023_2026; score=5; Probing the hAGO2-siRNA Interactions: A Molecular Dynamics Study on the Impact of Chemical Modifications in the Seed Region.
pubmed_discovery_41984862,41984862,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,sirna_clinical_safety_2023_2026; score=5; Assessing the real-world safety of vutrisiran for transthyretin-mediated amyloidosis with polyneuropathy: Based on WHO-VigiAccess and FAERS databases.
pubmed_discovery_40723836,40723836,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_offtarget_transcriptome_2023_2026; score=5; Endogenous Ribonucleases: Therapeutic Targeting of the Transcriptome Through Oligonucleotide-Triggered RNA Inactivation.
pubmed_discovery_42211065,42211065,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,lnp_oligo_delivery_safety_2023_2026; score=4; CXCR4 antagonistic lipid nanoparticles loading siRNA combat refractory AML through AML1-ETO depletion and homoharringtonine sensitization.
pubmed_discovery_42198843,42198843,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,lnp_oligo_delivery_safety_2023_2026; score=4; Lipid nanoparticle delivery of antisense gapmers attenuates pathology in a mouse model of facioscapulohumeral muscular dystrophy.
pubmed_discovery_42152976,42152976,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,lnp_oligo_delivery_safety_2023_2026; score=4; Prenatal Delivery of HIF-1α siRNA Using Transferrin-Modified Lipid Nanoparticles Alleviates Hypoxia-Induced Neurodevelopmental Abnormalities via PTEN/PI3K/AKT Signaling.
pubmed_discovery_42149739,42149739,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_offtarget_transcriptome_2023_2026; score=4; Nusinersen: the antisense oligonucleotide at the forefront of spinal muscular atrophy treatment.
pubmed_discovery_42141407,42141407,literature_discovery,derived_annotations_only,abstract_metadata_only,core,sirna_offtarget_safety_2024_2026; score=4; Comparative effectiveness and safety of inclisiran versus evolocumab and alirocumab: a 180-day real-world study.
pubmed_discovery_42115559,42115559,literature_discovery,derived_annotations_only,abstract_metadata_only,core,sirna_offtarget_safety_2024_2026; score=4; Preparation of SP94-Modified Calcium Phosphate Lipid Nanoparticles Loaded with Bcl-2 siRNA and Doxorubicin and Their Targeted Therapeutic Effect on Hepatocellular Carcinoma.
pubmed_discovery_42112101,42112101,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_offtarget_transcriptome_2023_2026; score=4; ClinASO: An open-source platform for rapid drug discovery of gapmer antisense oligonucleotides.
pubmed_discovery_42108101,42108101,literature_discovery,derived_annotations_only,abstract_metadata_only,core,"sirna_offtarget_safety_2024_2026; score=4; A Phase 1 Study Evaluating the Pharmacokinetics, Pharmacodynamics, and Safety of Zerlasiran in Japanese Participants."
pubmed_discovery_42055150,42055150,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,lnp_oligo_delivery_safety_2023_2026; score=4; Peptide modified lipid nanoparticles Co-Delivering IL-12 mRNA and PD-L1 siRNA for glioblastoma immunotherapy.
pubmed_discovery_42036929,42036929,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,lnp_oligo_delivery_safety_2023_2026; score=4; Chitosan-protected dsRNA increases efficacy against Helicoverpa armigera without compromising biosafety for pollinators.
pubmed_discovery_42033225,42033225,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_offtarget_transcriptome_2023_2026; score=4; Direct targeting of C9ORF72 repeat RNA with fluorinated antisense oligonucleotides.
pubmed_discovery_42023989,42023989,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_offtarget_transcriptome_2023_2026; score=4; Antisense Oligonucleotide Releasing Cassette for Conditional Targeted RNA Degradation.
pubmed_discovery_41977221,41977221,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,lnp_oligo_delivery_safety_2023_2026; score=4; siRNA Nanoparticle Delivery Strategies and Clinical Trial Advances in Tumor Therapy.
pubmed_discovery_41964075,41964075,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,sirna_clinical_safety_2023_2026; score=4; Etalanetug (E2814) in dominantly inherited Alzheimer's disease: an open-label phase 1b/2 study to assess safety and target engagement in participants with mild to moderate cognitive impairment.
pubmed_discovery_41959281,41959281,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,oligo_prediction_benchmark_2023_2026; score=4; Targeting the DNA damage repair protein RAD51 alters fibroblast metabolism and enhances apoptosis in pulmonary fibrosis.
pubmed_discovery_41957800,41957800,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,lnp_oligo_delivery_safety_2023_2026; score=4; An LNP antiviral siRNA drug cocktail delivered intranasally is effective against a range of respiratory viruses.
pubmed_discovery_41938534,41938534,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,oligo_prediction_benchmark_2023_2026; score=4; Integrating multi-omics and network toxicology to identify FIS1 as a key target of environmental pollutants in male infertility.
pubmed_discovery_41923247,41923247,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,lnp_oligo_delivery_safety_2023_2026; score=4; Dual-targeted lipid nanoparticles for TET3 siRNA delivery: nanobiotechnology strategy to remodel tumor immune microenvironment in hepatocellular carcinoma.
pubmed_discovery_41919978,41919978,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,lnp_oligo_delivery_safety_2023_2026; score=4; DNA Repair Enzyme Regulation Strategy for Enhanced Pancreatic Neuroendocrine Tumor Therapy via Targeting siRNA-Lipid Nanoparticles.
pubmed_discovery_41917970,41917970,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,lnp_oligo_delivery_safety_2023_2026; score=4; CXCR4-antagonistic peptide-decorated lipid nanoparticles for co- delivery of AML1-ETO siRNA to enhance chemotherapy in refractory AML.
pubmed_discovery_41917770,41917770,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,oligo_prediction_benchmark_2023_2026; score=4; Efficacy and Safety of Apolipoprotein C-III Inhibitors in Hypertriglyceridemia: A Network Meta-Analysis of Randomised Controlled Trials.
pubmed_discovery_41907143,41907143,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,lnp_oligo_delivery_safety_2023_2026; score=4; Efficiency and safety of five different agents for in vivo delivery of novel bioengineered RNAi molecules.
pubmed_discovery_41898852,41898852,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_offtarget_transcriptome_2023_2026; score=4; From Genomic Diagnosis to Personalized RNA Medicine: Advances in Next-Generation Sequencing and N-of-1 Antisense Oligonucleotide Therapies for Rare Genetic Diseases.
pubmed_discovery_41872415,41872415,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_offtarget_transcriptome_2023_2026; score=4; Experimental Repression Targeting Long Noncoding RNAs (lncRNAs) Using an Antisense Oligonucleotide (ASO) Technology in Primary Human Epidermal Keratinocytes.
pubmed_discovery_41869866,41869866,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_offtarget_transcriptome_2023_2026; score=4; Inhaled Angiopoietin-Like 4 Antisense Oligonucleotide Therapy for Lung Injury and Fibrosis.
pubmed_discovery_41869536,41869536,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,sirna_clinical_safety_2023_2026; score=4; Efficacy and safety of lipoprotein(a)-targeted therapeutics: a systematic review and network meta-analysis.
pubmed_discovery_41860775,41860775,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,sirna_clinical_safety_2023_2026; score=4; Inclisiran safety and efficacy in real-world clinical practice: results of a retrospective observational investigation.
pubmed_discovery_41847300,41847300,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,sirna_clinical_safety_2023_2026; score=4; Dual knockdown of Alox15 and TGF-β1 by lipid nanoparticle-delivered siRNA in bleomycin-induced pulmonary fibrosis.
pubmed_discovery_41831505,41831505,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_offtarget_transcriptome_2023_2026; score=4; Engineering a DNA logic-gated theranostic multi-antisense oligonucleotide nanoactivator for cell subtype-specific molecular therapy.
pubmed_discovery_41814159,41814159,literature_discovery,derived_annotations_only,abstract_metadata_only,core,chemical_modification_oligo_safety_2023_2026; score=4; Conjugated Antisense Oligonucleotides for Skipping of Duchenne Muscular Dystrophy Exon 53: A Cautionary Study.
pubmed_discovery_41810141,41810141,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,sirna_clinical_safety_2023_2026; score=4; Enhanced liver-targeted delivery with ribofuranose-based GalNAc conjugates.
pubmed_discovery_41802273,41802273,literature_discovery,derived_annotations_only,abstract_metadata_only,core,chemical_modification_oligo_safety_2023_2026; score=4; Improve the efficiency of gene silencing through 2'-O-methyl modification of the bases in siRNA terminus.
pubmed_discovery_41746567,41746567,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_toxicity_safety_2024_2026; score=4; Analysis of adverse event reporting with casimersen: a pharmacovigilance study based on the United States food and drug administration adverse event reporting system database.
pubmed_discovery_41712689,41712689,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_immune_complement_safety_2023_2026; score=4; Strengthening Antisense Oligonucleotide-Mediated Anti-Tumor Immunity via Metal-Organic Framework Nanoparticles.
pubmed_discovery_41708903,41708903,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,sirna_clinical_safety_2023_2026; score=4; Comparative analysis of clinically approved lipid nanoparticles for intranasal siRNA delivery against SARS-CoV-2.
pubmed_discovery_41704705,41704705,literature_discovery,derived_annotations_only,abstract_metadata_only,core,chemical_modification_oligo_safety_2023_2026; score=4; Investigation of the activity of phosphothioate and phosphothioate-LNA-modified oligonucleotides against HIV-1.
pubmed_discovery_41604879,41604879,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,sirna_clinical_safety_2023_2026; score=4; Mechanistic insight into the reprotoxic effects of chronic gamma radiation on spermatogenesis in Caenorhabditis elegans.
pubmed_discovery_41604465,41604465,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,sirna_clinical_safety_2023_2026; score=4; A first-in-class small-molecule inhibitor targeting AVIL exhibits safety and antitumor efficacy in preclinical models of glioblastoma.
pubmed_discovery_41583579,41583579,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_offtarget_transcriptome_2023_2026; score=4; Systemic distribution of tricyclo-DNA antisense oligonucleotide following intratracheal instillation in the mouse.
pubmed_discovery_41419144,41419144,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_immune_complement_safety_2023_2026; score=4; Inhalable nanosystem promote in situ packaging of IL-11 antisense oligonucleotides into macrophage-derived vesicles for idiopathic pulmonary fibrosis.
pubmed_discovery_41399312,41399312,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_offtarget_transcriptome_2023_2026; score=4; Delivery of Antisense Oligonucleotides Using the Nano-Cell Vesicle Technology System (nCVTs) for Targeted Cancer Therapy.
pubmed_discovery_41365067,41365067,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_immune_complement_safety_2023_2026; score=4; Structural and functional characterization of chemically modified antisense oligonucleotides targeting miR-214-3p in endothelial cells.
pubmed_discovery_41289434,41289434,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,sirna_clinical_safety_2023_2026; score=4; Muscle Adverse Events Associated With Inclisiran: Data Mining of FAERS Database and Mendelian Randomization Analysis.
pubmed_discovery_41274662,41274662,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,sirna_clinical_safety_2023_2026; score=4; Class-Specific Adverse Events of Patients Treated with Small Interfering RNA Therapeutics: A Disproportionality Analysis of the United States Food and Drug Administration Adverse Event Reporting System Database Based on the MY FAERS Platform.
pubmed_discovery_41237341,41237341,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,sirna_clinical_safety_2023_2026; score=4; Integrin αvβ8-mediated TGF-β1 activation regulates the sustained response in immune thrombocytopenia after TPO-RA withdrawal.
pubmed_discovery_40169808,40169808,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_toxicity_safety_2024_2026; score=4; Early life safety profiling of gene therapy for spinal muscular atrophy.
pubmed_discovery_41801895,41801895,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_offtarget_transcriptome_2023_2026; score=4; Antisense oligonucleotide inhibition of HMGB1 attenuates angiotensin II-induced abdominal aortic aneurysms.
pubmed_discovery_41423447,41423447,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_offtarget_transcriptome_2023_2026; score=4; Targeted antisense oligonucleotide treatment rescues developmental alterations in spinal muscular atrophy organoids.
pubmed_discovery_41362713,41362713,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,sirna_clinical_safety_2023_2026; score=4; Viral sequence analysis of chronic hepatitis B patients treated with the siRNA JNJ-73763989 in phase II clinical trials.
pubmed_discovery_41335008,41335008,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_immune_complement_safety_2023_2026; score=4; CD47 antisense oligonucleotide treatment improves glucose homeostasis and alleviates dyslipidemia in aged male mice.
pubmed_discovery_41277693,41277693,literature_discovery,derived_annotations_only,abstract_metadata_only,core,chemical_modification_oligo_safety_2023_2026; score=4; Biophysical and biological properties of splice-switching oligonucleotides and click conjugates containing LNA-phosphothiotriester linkages.
pubmed_discovery_41222242,41222242,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,sirna_clinical_safety_2023_2026; score=4; Neurological efficacy and safety of RNA therapeutics in hereditary transthyretin amyloidosis: a systematic review and meta-analysis of randomized controlled trials.
pubmed_discovery_41210590,41210590,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_offtarget_transcriptome_2023_2026; score=4; Antisense oligonucleotide-based switches for conditional translation of synthetic mRNA.
pubmed_discovery_41206040,41206040,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_immune_complement_safety_2023_2026; score=4; Modulating NLRP3 splicing with antisense oligonucleotides to control pathological inflammation.
pubmed_discovery_41124364,41124364,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_offtarget_transcriptome_2023_2026; score=4; Antisense oligonucleotides reverse SPTLC1-related hereditary sensory neuropathy in a mouse model.
pubmed_discovery_41037980,41037980,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_offtarget_transcriptome_2023_2026; score=4; Antisense oligonucleotides for inherited retinal diseases: a comprehensive review.
pubmed_discovery_40953609,40953609,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_immune_complement_safety_2023_2026; score=4; Antisense oligonucleotide-loaded nanozyme reverses tumor immune suppression through sonogenetic metabolic therapy.
pubmed_discovery_40946728,40946728,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_toxicity_safety_2024_2026; score=4; Ultraviolet-tyrosinase cascade caged antisense oligonucleotide for precise treatment of hyperpigmentation.
pubmed_discovery_40926414,40926414,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_toxicity_safety_2024_2026; score=4; Restoring chloride efflux in cystic fibrosis with TMEM16a antisense oligonucleotides.
pubmed_discovery_40898620,40898620,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_offtarget_transcriptome_2023_2026; score=4; Antisense oligonucleotide therapy mitigates autosomal dominant progressive hearing loss in a murine model of human DFNA2.
pubmed_discovery_40885734,40885734,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_offtarget_transcriptome_2023_2026; score=4; Neutrophil-specific targeting of STAT3 impairs tumor progression via the expansion of cytotoxic CD8(+) T cells.
